"endTime","artistName","trackName","msPlayed"
"2024-02-11 19:15","Zed","Mélodies & Pensées",156578
"2024-02-12 09:18","Lacrim","MAIN MOITE",183106
"2024-02-12 09:21","Niaks","Perm",170693
"2024-02-12 09:31","DJ Hamida","Ya zina",14396
"2024-02-12 09:31","DJ Hamida","Ya zina",154435
"2024-02-12 09:34","DYSTINCT","La",171432
"2024-02-12 09:45","Moha K","Allo",195375
"2024-02-12 09:48","Masri","El 7ob Sa3b",142800
"2024-02-12 09:55","Makar","Je M'en Fous",177361
"2024-02-12 09:58","Mocci","Tmeniti L7ob",133273
"2024-02-12 11:06","Oualid","Di Mochkila",118991
"2024-02-12 11:11","Ceasar DD","DOPAMIN",282003
"2024-02-12 11:11","Ceasar DD","Encro",4515
"2024-02-12 11:14","Ceasar DD","DOPAMIN",193384
"2024-02-12 11:17","Ceasar DD","Encro",159183
"2024-02-12 11:20","Ant Wan","SOVA",203520
"2024-02-12 11:23","Adel","Bloccboi",55982
"2024-02-12 11:23","MADE","Stille",156937
"2024-02-12 11:26","MADE","Stille",156937
"2024-02-12 11:28","Adel","Bloccboi",141619
"2024-02-12 11:31","ESANO","2 TWINS",167105
"2024-02-12 11:34","Liri Tahiri","Buena",158906
"2024-02-12 11:37","Adel","HUVUDSTADEN",23
"2024-02-12 11:37","Oz-E","CANE",69
"2024-02-12 11:37","Ant Wan","MISSTAG",46
"2024-02-12 11:37","CENTI","VÅRA GATOR",78789
"2024-02-12 11:38","Adel","HUVUDSTADEN",7453
"2024-02-12 11:38","BLOK3","GÜZEL VE İDDİALI",6780
"2024-02-12 11:38","Oz-E","CANE",905
"2024-02-12 11:38","Ant Wan","MISSTAG",998
"2024-02-12 12:01","Ant Wan","MISSTAG",15414
"2024-02-12 12:01","CENTI","VÅRA GATOR",559127
"2024-02-12 12:04","Ant Wan","MISSTAG",6266
"2024-02-12 12:04","CENTI","VÅRA GATOR",167755
"2024-02-12 12:10","CENTI","VÅRA GATOR",167755
"2024-02-12 12:11","Ant Wan","MISSTAG",11908
"2024-02-12 12:34","Ant Wan","MISSTAG",13441
"2024-02-12 12:34","CENTI","VÅRA GATOR",167755
"2024-02-12 12:37","Ant Wan","MISSTAG",2992
"2024-02-12 12:37","CENTI","VÅRA GATOR",69
"2024-02-12 12:37","CENTI","VÅRA GATOR",167755
"2024-02-12 13:59","DYSTINCT","La",148328
"2024-02-12 14:02","Moha K","Goodbye",191229
"2024-02-12 14:05","Makar","Je M'en Fous",177361
"2024-02-12 14:08","Oualid","Di Mochkila",145783
"2024-02-12 14:10","Masri","El 7ob Sa3b",142800
"2024-02-12 14:13","DYSTINCT","Panamera",159117
"2024-02-12 14:19","Sherine","كلام عينيه",377803
"2024-02-12 14:19","Abdulaziz Alrashed","الله يعلم",10429
"2024-02-12 14:19","Inez","Ana Lik",3989
"2024-02-12 14:21","Oualid","Jini",122972
"2024-02-12 14:24","Moha K","Allo",195375
"2024-02-12 14:28","DYSTINCT","Layali",195937
"2024-02-12 14:30","Makar","Alone",163069
"2024-02-12 14:31","Ahmed El Dogary","مهرجان ريموت التلفزيون",33200
"2024-02-12 14:34","Franglish","Ça c'est bien",159299
"2024-02-12 14:36","Oualid","Askim",133116
"2024-02-12 14:39","Moha K","Chouffo w Goulo",181297
"2024-02-12 14:42","DYSTINCT","Niye (feat. Ali471)",204905
"2024-02-12 14:45","DJ Sem","Oh Bébé feat. DYSTINCT",172440
"2024-02-12 14:48","Masri","Enty M3aya",165142
"2024-02-12 14:50","Don Xhoni","Lej",148000
"2024-02-12 14:53","Oualid","Daba Daba (feat. Dystinct)",146259
"2024-02-12 14:55","Moha K","DARBA 9ADIYA",149209
"2024-02-12 14:58","Liri Tahiri","Buena",12701
"2024-02-12 16:05","Rota","İyi Uykular Peder",240
"2024-02-12 16:05","Yung Filly","Grey",169051
"2024-02-12 16:07","Yung Filly","Grey",118229
"2024-02-12 16:19","DYSTINCT","Ya La Laa",147883
"2024-02-12 16:36","CENTI","VÅRA GATOR",75957
"2024-02-12 16:37","India.Arie","Video",33302
"2024-02-12 16:40","The Notorious B.I.G.","Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",831
"2024-02-12 16:40","Ir Sais","Dream Girl",1834
"2024-02-12 16:40","India.Arie","Video",45611
"2024-02-12 16:40","CENTI","VÅRA GATOR",167755
"2024-02-12 16:41","Smob","Midnight (feat. Skinny Brown & CRUCiAL STAR)",1877
"2024-02-12 16:41","B.I","BTBT",3711
"2024-02-12 16:43","24K","Bars",1258
"2024-02-12 16:43","Orkestrated","Uncle Drew - Original Mix",1301
"2024-02-12 16:43","Naser Zeynali","Bego Chand?",2367
"2024-02-12 16:43","YAKARY","papaoutai",120960
"2024-02-12 16:43","Ja Rule","Always On Time",1002
"2024-02-12 16:43","Chris Brown","Picture Me Rollin'",1301
"2024-02-12 16:43","Chris Brown","Picture Me Rollin'",618
"2024-02-12 16:43","Luciano","Tattoos (feat. RAF Camora)",2325
"2024-02-12 16:43","Luciano","Tattoos (feat. RAF Camora)",1088
"2024-02-12 16:45","Owen","DJUPA SÅR",141600
"2024-02-12 16:48","badmómzjay","Mal mehr mal weniger",145512
"2024-02-12 16:51","DYSTINCT","Layali",195937
"2024-02-12 16:55","Stormzy","Hide & Seek - Rema Remix",228626
"2024-02-12 16:58","Janine","Vacation",189795
"2024-02-12 17:41","CENTI","VÅRA GATOR",635370
"2024-02-12 21:02","DYSTINCT","La",1450
"2024-02-12 21:02","CENTI","VÅRA GATOR",43328
"2024-02-12 21:04","C.Gambino","Regler (Båset)",97407
"2024-02-13 09:26","C.Gambino","Val d'Isère",127000
"2024-02-13 09:28","23","M.O.B",1555
"2024-02-13 09:28","23","M.O.B",108000
"2024-02-13 09:28","Sticky","Love & Guns",332
"2024-02-13 09:31","Sticky","Love & Guns",168888
"2024-02-13 09:33","Shiro","Blind",161240
"2024-02-13 09:56","Robbz x Brookz","MALI",154105
"2024-02-13 09:58","Lee Bloccboy","4 grabbar",144578
"2024-02-13 10:01","C.Gambino","No Go",161868
"2024-02-13 10:03","23","Dreams",128888
"2024-02-13 10:05","Owen","Nia Mondo",137647
"2024-02-13 10:06","Robbz x Brookz","MALI",46
"2024-02-13 10:06","C.Gambino","No Go",1114
"2024-02-13 10:06","23","Dreams",46
"2024-02-13 10:06","23","M.O.B",46
"2024-02-13 10:06","Owen","Nia Mondo",23
"2024-02-13 10:06","Nineb Youk","Wine Slow",31132
"2024-02-13 10:06","Lee Bloccboy","4 grabbar",46
"2024-02-13 10:06","Sticky","Love & Guns",3413
"2024-02-13 10:06","Shiro","Blind",4156
"2024-02-13 10:08","C.Gambino","Val d'Isère",127000
"2024-02-13 10:10","23","M.O.B",108000
"2024-02-13 10:13","Sticky","Love & Guns",168888
"2024-02-13 10:24","Sticky","Love & Guns",673
"2024-02-13 10:24","Shiro","Blind",26479
"2024-02-13 10:26","23","M.O.B",108000
"2024-02-13 10:29","Sticky","Love & Guns",168888
"2024-02-13 10:34","Sticky","Love & Guns",3065
"2024-02-13 10:34","Shiro","Blind",108467
"2024-02-13 10:36","23","M.O.B",108000
"2024-02-13 10:39","Sticky","Love & Guns",168888
"2024-02-13 10:41","Shiro","Blind",161240
"2024-02-13 10:50","Robbz x Brookz","MALI",154105
"2024-02-13 10:51","Lee Bloccboy","4 grabbar",68533
"2024-02-13 10:54","The Avener","Fade Out Lines - The Avener Rework",5383
"2024-02-13 10:54","Semicenk","Herkes Gibisin",6339
"2024-02-13 10:54","CENTI","VÅRA GATOR",167755
"2024-02-13 10:57","CENTI","VÅRA GATOR",167755
"2024-02-13 11:00","Moha K","Allo",195375
"2024-02-13 11:03","Lacrim","MAIN MOITE",183106
"2024-02-13 11:14","Niaks","Perm",170693
"2024-02-13 11:17","DJ Hamida","Ya zina",191531
"2024-02-13 11:25","Ehaam","Bezan Baran",190918
"2024-02-13 11:26","CENTI","VÅRA GATOR",48490
"2024-02-13 11:30","C.Gambino","Regler (Båset)",252941
"2024-02-13 11:32","C.Gambino","Val d'Isère",84521
"2024-02-13 11:34","C.Gambino","Regler (Båset)",156408
"2024-02-13 11:36","C.Gambino","Val d'Isère",127000
"2024-02-13 11:38","23","M.O.B",108000
"2024-02-13 11:41","Robbz x Brookz","Block Baby",145609
"2024-02-13 16:00","CENTI","VÅRA GATOR",17408
"2024-02-13 16:02","Abdulaziz Alrashed","الله يعلم",9066
"2024-02-13 16:02","Ceasar DD","DOPAMIN",125802
"2024-02-13 16:03","Sheikh Saad Ghamdi","Ayat Al Kursi",43560
"2024-02-13 16:04","Acnatro","Heaven",63097
"2024-02-13 16:06","Ant Wan","SOVA",134117
"2024-02-13 16:08","23","M.O.B",108000
"2024-02-13 16:11","Owen","Lean & $prite",154015
"2024-02-13 16:13","Shiro","Blind",161240
"2024-02-13 16:16","C.Gambino","No Go",161868
"2024-02-13 16:19","Yasin","Young & Heartless",145882
"2024-02-13 16:20","GULEED","Ohlala",114285
"2024-02-13 16:23","23","En gång till",145000
"2024-02-13 16:25","Owen","Nakala",153043
"2024-02-13 16:28","La Rosy","MADERA",143496
"2024-02-13 16:29","C.Gambino","AMSTERDAM",87692
"2024-02-13 16:32","Yasin","Nånting I Luften",151168
"2024-02-13 16:35","Ant Wan","Madame",181273
"2024-02-13 16:35","23","Beauty & The Beast",3275
"2024-02-14 10:19","23","Beauty & The Beast",14506
"2024-02-14 10:22","CENTI","VÅRA GATOR",167755
"2024-02-14 10:25","Moha K","Allo",195375
"2024-02-14 10:28","Lacrim","MAIN MOITE",183106
"2024-02-14 10:31","Niaks","Perm",170693
"2024-02-14 10:34","DJ Hamida","Ya zina",191531
"2024-02-14 10:39","Ehaam","Bezan Baran",253584
"2024-02-14 10:41","Skeete","Set It Arff",134716
"2024-02-14 10:44","Yung Filly","Grey",169051
"2024-02-14 10:46","Aya Nakamura","Hypé",157053
"2024-02-14 10:49","KALIM","5ive on it",132631
"2024-02-14 10:54","Sijal","Ta Khode Farda",302497
"2024-02-14 10:56","Silva","Youngstar",117500
"2024-02-14 10:58","Owen","Paid",161571
"2024-02-14 11:01","23","Scorpio - Remix",177464
"2024-02-14 11:04","La Rosy","MADERA",143496
"2024-02-14 11:06","Werenoi","Virus",150586
"2024-02-14 19:01","Lartiste","Vai et viens",38103
"2024-02-14 19:04","Ceasar DD","DOPAMIN",193384
"2024-02-14 19:04","Ceasar DD","Encro",15075
"2024-02-15 14:31","Ceasar DD","DOPAMIN",193384
"2024-02-15 14:34","CENTI","VÅRA GATOR",167755
"2024-02-15 14:37","Moha K","Allo",195375
"2024-02-15 14:40","Lacrim","MAIN MOITE",183106
"2024-02-15 14:43","Niaks","Perm",170693
"2024-02-15 14:46","DJ Hamida","Ya zina",191531
"2024-02-15 14:50","Ehaam","Bezan Baran",253584
"2024-02-15 14:52","Skeete","Set It Arff",134716
"2024-02-15 14:55","Yung Filly","Grey",169051
"2024-02-15 14:58","Aya Nakamura","Hypé",157053
"2024-02-15 15:00","KALIM","5ive on it",132631
"2024-02-15 15:05","Sijal","Ta Khode Farda",302497
"2024-02-15 15:07","Silva","Youngstar",117500
"2024-02-15 15:10","Owen","Paid",161571
"2024-02-15 15:13","23","Scorpio - Remix",177464
"2024-02-15 15:15","La Rosy","MADERA",143496
"2024-02-15 15:18","Werenoi","Virus",150586
"2024-02-15 15:21","Lartiste","Vai et viens",178762
"2024-02-15 15:24","PLK","Problèmes",189346
"2024-02-15 15:37","Mister You","Pénurie",104592
"2024-02-15 15:41","Ceasar DD","DOPAMIN",193384
"2024-02-15 15:43","CENTI","VÅRA GATOR",176729
"2024-02-15 15:47","Moha K","Allo",195375
"2024-02-15 15:50","Lacrim","MAIN MOITE",183106
"2024-02-15 15:51","Niaks","Perm",68945
"2024-02-15 15:54","Ceasar DD","DOPAMIN",193384
"2024-02-15 16:49","CENTI","VÅRA GATOR",167755
"2024-02-15 16:52","Moha K","Allo",195375
"2024-02-15 16:55","Lacrim","MAIN MOITE",183106
"2024-02-15 16:58","Niaks","Perm",170693
"2024-02-15 17:01","DJ Hamida","Ya zina",191531
"2024-02-15 17:06","Ehaam","Bezan Baran",253584
"2024-02-15 17:08","Skeete","Set It Arff",134716
"2024-02-15 17:11","Yung Filly","Grey",169051
"2024-02-15 17:13","Aya Nakamura","Hypé",157053
"2024-02-15 17:15","KALIM","5ive on it",132631
"2024-02-15 17:21","Sijal","Ta Khode Farda",302497
"2024-02-15 18:54","Ceasar DD","DOPAMIN",127573
"2024-02-16 13:26","Ceasar DD","DOPAMIN",278675
"2024-02-16 13:29","CENTI","VÅRA GATOR",167755
"2024-02-16 13:32","Moha K","Allo",195375
"2024-02-16 13:35","Lacrim","MAIN MOITE",183106
"2024-02-16 13:38","Niaks","Perm",170693
"2024-02-16 13:41","Silva","Youngstar",98508
"2024-02-16 13:41","DJ Hamida","Ya zina",147451
"2024-02-16 13:45","Ceasar DD","DOPAMIN",193384
"2024-02-16 15:55","CENTI","VÅRA GATOR",14741
"2024-02-16 15:55","CENTI","VÅRA GATOR",576
"2024-02-16 15:58","Ceasar DD","DOPAMIN",193384
"2024-02-16 15:59","CENTI","VÅRA GATOR",63384
"2024-02-16 16:01","CENTI","VÅRA GATOR",167755
"2024-02-16 16:03","Moha K","Allo",105678
"2024-02-16 17:59","Djodje","Uma Chance",195910
"2024-02-16 17:59","CENTI","VÅRA GATOR",4202
"2024-02-16 18:01","DYSTINCT","La",148328
"2024-02-16 18:05","Ceasar DD","DOPAMIN",193384
"2024-02-16 18:08","CENTI","VÅRA GATOR",167755
"2024-02-16 18:11","Moha K","Allo",195375
"2024-02-16 18:13","La Rosy","MADERA",143496
"2024-02-16 18:16","Ceasar DD","DOPAMIN",193384
"2024-02-16 18:19","CENTI","VÅRA GATOR",167755
"2024-02-16 18:22","Moha K","Allo",195375
"2024-02-16 18:26","DYSTINCT","La",148328
"2024-02-16 18:28","Moha K","Besoin de toi",119865
"2024-02-16 18:31","Makar","Je M'en Fous",177361
"2024-02-16 18:33","Masri","El 7ob Sa3b",142800
"2024-02-16 18:36","Inez","Ana Lik",152118
"2024-02-16 18:38","Oualid","Nabghiha",140666
"2024-02-16 18:41","Franglish","Ça c'est bien",159299
"2024-02-16 18:47","Moha K","Goodbye",399395
"2024-02-16 18:50","Abdulaziz Alrashed","الله يعلم",8029
"2024-02-16 18:50","Makar","Alone",163069
"2024-02-16 18:53","Masri","Enty M3aya",165142
"2024-02-16 18:55","Oualid","Jini",122972
"2024-02-16 18:58","Soolking","Y Dor",145620
"2024-02-16 19:01","Jungeli","Rashel",176160
"2024-02-16 19:04","Moha K","Allo",195375
"2024-02-16 19:12","Sherine","كلام عينيه",463945
"2024-02-16 19:14","Don Xhoni","Lej",148000
"2024-02-16 19:16","Oualid","Askim",133116
"2024-02-16 19:19","DJ Sem","Oh Bébé feat. DYSTINCT",172440
"2024-02-16 19:19","Ahmed Bukhatir","Zayed Al Wafa",19714
"2024-02-16 19:23","Lartiste","Zarzour",199586
"2024-02-16 19:26","Moha K","Rapapap",165146
"2024-02-16 19:29","DYSTINCT","Niye (feat. Ali471)",204905
"2024-02-17 13:58","Ceasar DD","DOPAMIN",322003
"2024-02-17 14:02","Ceasar DD","DOPAMIN",193384
"2024-02-17 14:05","Ceasar DD","DOPAMIN",193384
"2024-02-17 14:08","CENTI","VÅRA GATOR",167755
"2024-02-17 14:11","Moha K","Allo",195375
"2024-02-17 14:14","Lacrim","MAIN MOITE",183106
"2024-02-17 14:17","Niaks","Perm",170693
"2024-02-17 14:20","DJ Hamida","Ya zina",191531
"2024-02-17 14:24","Ehaam","Bezan Baran",253584
"2024-02-17 14:26","Skeete","Set It Arff",134716
"2024-02-17 14:29","Yung Filly","Grey",169051
"2024-02-17 14:32","Aya Nakamura","Hypé",157053
"2024-02-17 21:33","KALIM","5ive on it",78818
"2024-02-17 21:37","Ceasar DD","DOPAMIN",223293
"2024-02-17 21:39","Moha K","Allo",2894
"2024-02-17 21:39","CENTI","VÅRA GATOR",167755
"2024-02-17 21:43","CENTI","VÅRA GATOR",182805
"2024-02-17 21:49","Ceasar DD","DOPAMIN",132736
"2024-02-17 21:49","Ceasar DD","DOPAMIN",4778
"2024-02-17 21:49","Ahmed Bukhatir","Zayed Al Wafa",4778
"2024-02-17 21:52","Ceasar DD","DOPAMIN",189147
"2024-02-17 21:55","CENTI","VÅRA GATOR",168283
"2024-02-17 21:59","Ceasar DD","DOPAMIN",193384
"2024-02-17 22:01","CENTI","VÅRA GATOR",167755
"2024-02-17 22:05","Moha K","Allo",195375
"2024-02-17 22:10","Lacrim","MAIN MOITE",340974
"2024-02-17 22:15","Niaks","Perm",283310
"2024-02-17 22:18","DJ Hamida","Ya zina",191531
"2024-02-17 22:22","Ehaam","Bezan Baran",253584
"2024-02-17 22:25","Skeete","Set It Arff",134716
"2024-02-17 22:28","Yung Filly","Grey",169051
"2024-02-17 22:28","Aya Nakamura","Hypé",14658
"2024-02-17 22:31","Ceasar DD","DOPAMIN",193384
"2024-02-17 22:34","CENTI","VÅRA GATOR",167755
"2024-02-17 22:37","Moha K","Allo",195375
"2024-02-17 22:40","Lacrim","MAIN MOITE",183106
"2024-02-17 22:43","Niaks","Perm",170693
"2024-02-17 22:46","DJ Hamida","Ya zina",191531
"2024-02-17 22:50","Ehaam","Bezan Baran",253584
"2024-02-17 22:53","Skeete","Set It Arff",134716
"2024-02-17 22:55","Yung Filly","Grey",169051
"2024-02-17 22:58","Aya Nakamura","Hypé",157053
"2024-02-17 23:00","KALIM","5ive on it",132631
"2024-02-17 23:05","Sijal","Ta Khode Farda",302497
"2024-02-17 23:07","Silva","Youngstar",117500
"2024-02-17 23:10","Owen","Paid",161571
"2024-02-17 23:19","Dizzy","Tipsy",40512
"2024-02-17 23:25","23","Scorpio - Remix",25480
"2024-02-17 23:28","Ceasar DD","DOPAMIN",193384
"2024-02-17 23:31","CENTI","VÅRA GATOR",167755
"2024-02-17 23:34","Moha K","Allo",195375
"2024-02-17 23:37","Lacrim","MAIN MOITE",168630
"2024-02-17 23:40","Ceasar DD","DOPAMIN",193384
"2024-02-17 23:47","CENTI","VÅRA GATOR",418681
"2024-02-17 23:51","Moha K","Allo",195375
"2024-02-17 23:51","Lacrim","MAIN MOITE",22920
"2024-02-17 23:55","DYSTINCT","Wala (5, 7, 10)",220920
"2024-02-17 23:57","DYSTINCT","La",148328
"2024-02-18 00:00","Moha K","Goodbye",191229
"2024-02-18 00:01","Inez","Ana Lik",6405
"2024-02-18 00:03","Masri","El 7ob Sa3b",142800
"2024-02-18 00:06","Franglish","Ça c'est bien",159299
"2024-02-18 00:08","Jungeli","Rashel",176160
"2024-02-18 00:11","Soolking","Y Dor",145620
"2024-02-18 00:14","Moha K","Boussa",170120
"2024-02-18 00:16","Oualid","Daba Daba (feat. Dystinct)",146259
"2024-02-18 00:19","Makar","Alone",163069
"2024-02-18 00:22","DYSTINCT","Layali",195937
"2024-02-18 00:26","Lartiste","00:00",238939
"2024-02-18 00:30","RYM","Houwa",211891
"2024-02-18 00:32","Moha K","DARBA 9ADIYA",149209
"2024-02-18 00:35","Masri","Enty M3aya",165142
"2024-02-18 00:38","DYSTINCT","Niye (feat. Ali471)",204905
"2024-02-18 00:41","DJ Sem","Oh Bébé feat. DYSTINCT",172440
"2024-02-18 00:44","Nej","Bébé - Black edition",178235
"2024-02-18 00:48","DJ Hamida","Latino Gang",203226
"2024-02-18 00:50","L'Algérino","Panama",162893
"2024-02-18 00:54","Moha K","Allo",195375
"2024-02-18 00:56","DYSTINCT","Ya La Laa",156109
"2024-02-18 00:59","Makar","Verdwaald",176129
"2024-02-18 01:02","Masri","Alla Alla - Sped Up",168007
"2024-02-18 01:04","Mocci","Tmeniti L7ob",133273
"2024-02-18 01:08","Marwa Loud","Ghir Ntiya",214040
"2024-02-18 01:11","Moha K","Besoin de toi",162426
"2024-02-18 01:13","DYSTINCT","Gana (feat. Hatim Ammor)",132123
"2024-02-18 01:14","Heuss L'enfoiré","Souvenir",53889
"2024-02-18 11:48","Oualid","Di Mochkila",2344
"2024-02-18 11:50","DYSTINCT","La",148328
"2024-02-18 11:53","Moha K","Besoin de toi",162426
"2024-02-18 11:56","Makar","Je M'en Fous",177361
"2024-02-18 11:58","Masri","El 7ob Sa3b",142800
"2024-02-18 12:01","Franglish","Ça c'est bien",159299
"2024-02-18 12:03","Soolking","Y Dor",145620
"2024-02-18 12:06","Jungeli","Rashel",176160
"2024-02-18 12:09","Moha K","Goodbye",191229
"2024-02-18 12:12","Makar","Alone",163069
"2024-02-18 12:15","Inez","Ana Lik",152118
"2024-02-18 12:17","Oualid","Di Mochkila",145783
"2024-02-18 12:21","Sherine","كلام عينيه",235833
"2024-02-18 12:31","Dizzy","Tipsy",2430
"2024-02-18 12:31","Ceasar DD","DOPAMIN",13090
"2024-02-18 12:37","Ceasar DD","DOPAMIN",348594
"2024-02-18 12:40","IzyBeats","Tipsy",150758
"2024-02-18 12:43","CENTI","VÅRA GATOR",167755
"2024-02-18 12:45","Moha K","Allo",143812
"2024-02-18 12:48","Ceasar DD","DOPAMIN",193384
"2024-02-18 12:51","CENTI","VÅRA GATOR",167755
"2024-02-18 12:54","Moha K","Allo",195375
"2024-02-18 12:57","Lacrim","MAIN MOITE",183106
"2024-02-18 12:58","Niaks","Perm",14748
"2024-02-18 13:00","DYSTINCT","La",148328
"2024-02-18 13:03","Lacrim","GOGETA",168698
"2024-02-18 13:09","Ceasar DD","DOPAMIN",360987
"2024-02-18 13:24","Ceasar DD","DOPAMIN",632444
"2024-02-18 13:27","Owen","Lean & $prite",154015
"2024-02-18 13:30","Sticky","Love & Guns",168888
"2024-02-18 13:32","Shiro","Blind",161240
"2024-02-18 13:35","C.Gambino","No Go",161868
"2024-02-18 13:38","Yasin","Fantasy",138085
"2024-02-18 13:42","23","Spela ball",97837
"2024-02-18 13:45","Ceasar DD","DOPAMIN",193384
"2024-02-18 13:48","Shiro","Blind",161240
"2024-02-18 13:50","Owen","Lean & $prite",154015
"2024-02-18 13:53","Sticky","Love & Guns",168888
"2024-02-18 13:55","23","Savastano",123428
"2024-02-18 13:58","Yasin","Fantasy",138085
"2024-02-18 14:00","C.Gambino","No Go",161868
"2024-02-18 14:01","Nineb Youk","Wine Slow",32998
"2024-02-18 14:11","J Balvin","COMO UN BEBÉ",601796
"2024-02-18 14:15","J Balvin","Amarillo",157733
"2024-02-18 14:18","Bad Bunny","LA NOCHE DE ANOCHE",203200
"2024-02-18 14:21","L.A.X","Sempe",171428
"2024-02-18 14:27","Skiibii","Sensima",380499
"2024-02-18 17:17","Mr Eazi","Saudi Arabia",24162
"2024-02-18 17:20","Skiibii","Sensima",187794
"2024-02-18 17:22","Mr Eazi","Saudi Arabia",119290
"2024-02-18 17:25","J Balvin","Ginza",171093
"2024-02-18 17:28","KAROL G","PROVENZA",207626
"2024-02-18 17:31","Bad Bunny","Me Porto Bonito",178567
"2024-02-18 17:34","Major Lazer","Que Calor",169997
"2024-02-18 17:43","Pitbull","Hey Ma (with Pitbull & J Balvin feat. Camila Cabello)",50906
"2024-02-18 17:47","Ceasar DD","DOPAMIN",193384
"2024-02-18 17:50","Ceasar DD","DOPAMIN",193384
"2024-02-18 17:53","CENTI","VÅRA GATOR",167755
"2024-02-18 17:56","Moha K","Allo",195375
"2024-02-18 17:59","Lacrim","MAIN MOITE",183106
"2024-02-18 18:02","Niaks","Perm",170693
"2024-02-18 18:10","DJ Hamida","Ya zina",116809
"2024-02-18 18:17","Ceasar DD","DOPAMIN",369681
"2024-02-18 18:51","CENTI","VÅRA GATOR",334973
"2024-02-18 20:22","Nej","Ma colombe",24498
"2024-02-18 20:25","C.Gambino","Regler (Båset)",156408
"2024-02-18 20:27","23","M.O.B",108000
"2024-02-18 20:29","C.Gambino","Val d'Isère",127000
"2024-02-18 20:32","Shiro","Blind",161240
"2024-02-18 20:35","Sticky","Love & Guns",168888
"2024-02-18 20:38","Ant Wan","Malaika",189183
"2024-02-18 20:40","Owen","Nia Mondo",137647
"2024-02-18 20:42","23","En Chans",124615
"2024-02-18 20:45","C.Gambino","No Go",161868
"2024-02-18 20:45","Nineb Youk","Wine Slow",960
"2024-02-18 20:45","Robbz x Brookz","DIMMAN",24723
"2024-02-18 20:45","Sticky","LOGGA UT",2325
"2024-02-18 20:48","Ant Wan","1942",185263
"2024-02-18 20:50","23","Man",126315
"2024-02-18 20:52","C.Gambino","AMSTERDAM",87692
"2024-02-18 20:54","Owen","DJUPA SÅR",141600
"2024-02-18 20:57","Robbz x Brookz","Block Baby",148800
"2024-02-18 20:59","Sticky","MILJON",151048
"2024-02-18 21:02","Capo 13","Enjoy yo life",163526
"2024-02-18 21:05","23","Tärningar",18386
"2024-02-18 21:05","Lee Bloccboy","4 grabbar",810
"2024-02-18 21:07","C.Gambino","Automatic",130666
"2024-02-18 21:09","Owen","Dansa",151764
"2024-02-18 21:10","Robbz x Brookz","MALI",56813
"2024-02-19 06:16","Ceasar DD","DOPAMIN",193384
"2024-02-19 06:23","CENTI","VÅRA GATOR",420980
"2024-02-19 06:26","Moha K","Allo",195375
"2024-02-19 06:29","Lacrim","MAIN MOITE",183106
"2024-02-19 06:32","Niaks","Perm",170693
"2024-02-19 06:35","DJ Hamida","Ya zina",191531
"2024-02-19 06:43","Ehaam","Bezan Baran",499663
"2024-02-19 06:46","Skeete","Set It Arff",134716
"2024-02-19 06:48","Yung Filly","Grey",169051
"2024-02-19 06:49","Aya Nakamura","Hypé",16366
"2024-02-19 06:52","Yung Filly","Grey",169051
"2024-02-19 06:54","J Balvin","COMO UN BEBÉ",172928
"2024-02-19 06:58","J Balvin","COMO UN BEBÉ",218826
"2024-02-19 07:01","Ceasar DD","DOPAMIN",193384
"2024-02-19 07:07","J Balvin","COMO UN BEBÉ",218826
"2024-02-19 07:09","J Balvin","Amarillo",157733
"2024-02-19 07:13","Paloma Mami","Fingías",225373
"2024-02-19 07:16","Olamide","Infinity (feat. Omah Lay)",171764
"2024-02-19 07:20","Bad Bunny","MIA",210367
"2024-02-19 07:23","DJ Snake","Loco Contigo (feat. J. Balvin & Tyga)",185194
"2024-02-19 07:26","J Balvin","Ginza",171093
"2024-02-19 07:29","Don Omar","Dile",204600
"2024-02-19 07:30","L.A.X","Sempe",72546
"2024-02-19 07:30","Bad Bunny","LA NOCHE DE ANOCHE",2520
"2024-02-19 07:30","Omah Lay","Bad Influence",2040
"2024-02-19 07:30","Mr Eazi","Saudi Arabia",1040
"2024-02-19 07:30","J Balvin","Azul",2560
"2024-02-19 07:34","Afro B","Drogba (Joanna)",2273
"2024-02-19 07:34","Afro B","Drogba (Joanna)",1010
"2024-02-19 07:34","Don Omar","Ojitos Chiquitos",229026
"2024-02-19 07:34","Burna Boy","On the Low",160
"2024-02-19 07:34","Burna Boy","On the Low",800
"2024-02-19 07:34","J Balvin","Qué Más Pues?",1500
"2024-02-19 07:34","J Balvin","Qué Más Pues?",120
"2024-02-19 07:34","Bad Bunny","Me Porto Bonito",1550
"2024-02-19 07:38","Don Omar","Dile",15240
"2024-02-19 07:38","Don Omar","Ojitos Chiquitos",192600
"2024-02-19 07:38","Don Omar","Ojitos Chiquitos",8340
"2024-02-19 07:44","Don Omar","Dale Don Dale",370193
"2024-02-19 07:44","Tony Dize","El Doctorado",10716
"2024-02-19 07:48","Bad Bunny","TE MUDASTE",1390
"2024-02-19 07:48","Don Omar","Dale Don Dale",212413
"2024-02-19 07:48","Tony Dize","El Doctorado",3836
"2024-02-19 07:48","Manuel Turizo","La Bachata",1720
"2024-02-19 07:48","Don Omar","Podemos Repetirlo",7440
"2024-02-19 07:48","Feid","CHORRITO PA LAS ANIMAS",2180
"2024-02-19 07:52","Don Omar","Dale Don Dale",212413
